,make,type,year,engine,mileage,price_in_azn
477,BMW, 528,2013,2.0,220000.0,32500.0
478,Skoda, Rapid,2021,1.6,51000.0,27900.0
479,Fiat, Doblo,2008,1.3,126607.0,13500.0
480,BMW, 535,2015,3.0,137000.0,54060.0
481,Fiat, Doblo,2016,1.4,22800.0,26500.0
482,Mitsubishi, Pajero,2008,3.0,282542.0,22700.0
483,Chery, Amulet (A15),2009,1.5,134974.0,7500.0
484,Mercedes, Vito 115,2007,2.2,235000.0,19800.0
485,Volkswagen, Passat,2010,1.8,199000.0,11900.0
486,KamAz, 6520,2008,11.0,388000.0,27000.0
487,Porsche, Cayenne Turbo S,2008,4.8,45000.0,39950.0
488,Toyota, Highlander,2022,2.5,0.0,103698.3
489,Khazar, LX,2021,1.5,77160.0,10548.0
490,Ravon, Nexia R3,2017,1.5,300000.0,27000.0
491,Toyota, Avalon,2013,3.5,236000.0,32000.0
492,Mercedes, E 250,2007,2.5,192000.0,21000.0
493,Ford, Transit,2007,2.4,347000.0,20500.0
494,Mercedes, S 350,2015,3.0,97000.0,88398.3
495,Ford, Transit,2013,2.2,257000.0,25800.0
496,Mitsubishi, L200,2023,2.4,0.0,67830.0
497,Land, Rover Range Rover,2017,5.0,33000.0,164898.3
498,Land, Rover Range Rover,2018,5.0,27000.0,251598.3
499,Infiniti, G35,2008,3.5,177028.0,17900.0
500,Toyota, Prius,2010,1.8,205500.0,17800.0
501,LADA, (VAZ) Oka,2004,1.0,168000.0,4650.0
502,Chevrolet, Malibu,2017,1.5,177000.0,18000.0
503,Hyundai, Sonata,2011,2.4,196340.0,17500.0
504,Toyota, RAV4,2022,2.5,0.0,69698.3
505,Chery, Tiggo 7 Pro,2022,1.5,0.0,39900.0
506,Toyota, Land Cruiser,2022,3.5,0.0,208930.0
507,Toyota, RAV4,2023,2.5,0.0,74018.0
508,Kia, Sorento,2015,2.0,72000.0,38500.0
509,Bentley, Continental GT,2014,4.0,84000.0,124950.0
510,Chevrolet, Camaro,2012,3.6,171000.0,38080.0
511,Mercedes, E 430,2000,4.3,239000.0,22300.0
512,Kia, Sorento,2021,2.5,32000.0,79390.0
513,Land, Rover Range Rover,2016,3.0,73000.0,113560.0
514,Porsche, Boxster GTS,2012,3.4,110000.0,51000.0
515,LADA, (VAZ) 2107,2011,1.6,120000.0,8600.0
516,Hyundai, Sonata,2011,2.4,196340.0,17500.0
517,Hyundai, Santa Fe,2010,3.5,156000.0,26800.0
518,Opel, Astra,2008,1.4,238000.0,12500.0
519,Land, Rover Range Rover,2014,5.0,139000.0,125798.3
520,Mercedes, E 220,2016,2.2,182800.0,62560.0
521,Hyundai, Santa Fe,2014,2.0,203000.0,33800.0
522,LADA, (VAZ) 2115,2012,1.6,187000.0,8200.0
523,Toyota, RAV4,2022,2.5,0.0,71398.3
524,Honda, Civic,2013,1.5,230000.0,18000.0
525,Toyota, Prado,2019,3.0,58000.0,83298.3
526,Mercedes, C 240,1998,2.4,284000.0,11800.0
527,Fiat, Doblo,2016,1.4,64000.0,22300.0
528,Toyota, RAV4,2022,2.5,0.0,69698.3
529,Toyota, RAV4,2022,2.5,0.0,71398.3
530,BMW, 520,1991,2.0,238578.0,3900.0
531,Toyota, Prado,2022,2.7,0.0,103530.0
532,Opel, Vectra,1996,1.6,375000.0,6100.0
533,BMW, 330e,2021,2.0,22000.0,93330.0
534,Fiat, Doblo,2020,1.4,65000.0,26000.0
535,Hyundai, Veracruz,2008,3.8,180000.0,18200.0
536,LADA, (VAZ) 2106,1998,1.5,200000.0,5500.0
537,Kia, Optima,2012,2.0,199881.0,22300.0
538,BMW, 535,2016,3.0,106000.0,52700.0
539,Fiat, Doblo,2016,1.4,63500.0,21000.0
540,Bentley, Bentayga,2017,6.0,54285.0,304300.0
541,Nissan, Sunny,2014,1.2,47542.0,15300.0
542,Lexus, LX 600,2023,3.5,0.0,303543.5
543,Kia, Sorento,2010,2.0,158000.0,29500.0
544,BMW, 528,2015,2.0,132000.0,37060.0
545,Kia, Sportage,2015,2.0,120000.0,29000.0
546,Hyundai, i20,2011,1.4,296000.0,10200.0
547,Hyundai, H-1,2013,2.5,254000.0,27500.0
548,Bentley, Continental GT,2014,4.0,84000.0,124950.0
549,Mercedes, G 63 AMG,2022,4.0,0.0,493000.0
550,Dodge, Journey,2008,2.0,268900.0,16900.0
551,Audi, A7,2016,2.0,80000.0,67490.0
552,BMW, 535,2016,3.0,106000.0,52700.0
553,Fiat, Doblo,2016,1.4,63500.0,21000.0
554,Kia, Sorento,2015,2.0,176000.0,40800.0
555,Toyota, Prius,2009,1.5,158000.0,15000.0
556,Lexus, ES 300h,2021,2.5,860.0,96898.3
557,Toyota, Camry,2007,2.4,155000.0,19300.0
558,Toyota, RAV4,2022,2.5,8600.0,67000.0
559,Toyota, Land Cruiser,2010,4.0,139063.0,72760.0
560,LADA, (VAZ) 21099,1994,1.5,32000.0,3800.0
561,Kia, Sportage,2011,2.0,171200.0,28300.0
562,Toyota, Prado,2018,2.8,56000.0,84998.3
563,Kia, Ceed,2007,1.6,249000.0,12800.0
564,Ford, Fusion,2018,1.5,110950.0,25200.0
565,Hyundai, Santa Fe,2009,2.0,171000.0,28200.0
566,Chevrolet, Equinox,2018,1.5,47000.0,25000.0
567,Kia, Optima,2013,2.0,181856.0,22800.0
568,Lexus, ES 250,2014,2.5,170000.0,42498.299999999996
569,Hyundai, i30,2009,1.4,188000.0,14000.0
570,LADA, (VAZ) 21099,2003,1.6,446666.0,5900.0
571,Kia, Ceed,2007,1.6,185000.0,14700.0
572,Toyota, Avalon,2022,2.5,0.0,108798.3
573,Chevrolet, Cruze,2012,1.4,327000.0,14900.0
574,LADA, (VAZ) 2107,2006,1.6,80000.0,6500.0
575,Hyundai, Elantra,2015,1.8,153684.0,22900.0
576,Mitsubishi, L200,2022,2.4,0.0,59330.0
577,Lexus, IS 200,2017,2.0,77000.0,45050.0
578,Chevrolet, Cobalt,2023,1.5,0.0,23000.0
579,Land, Rover RR Sport,2023,3.0,0.0,292230.0
580,Mercedes, S 350,2014,3.0,46470.0,103700.0
581,Hyundai, i20,2011,1.4,296000.0,10200.0
582,Mercedes, GLS 450,2020,3.0,11500.0,167450.0
583,Geely, Atlas Pro,2022,1.5,9100.0,42200.0
584,Kia, Sorento,2014,2.0,67500.0,32900.0
585,Mercedes, E 250,2018,2.0,76000.0,81260.0
586,Toyota, Camry,2021,2.5,9888.0,64430.0
587,Mitsubishi, Outlander Sport,2018,2.4,102338.0,28500.0
588,Chevrolet, Cruze,2012,1.4,327000.0,14900.0
589,LADA, (VAZ) 2107,2006,1.6,80000.0,6500.0
590,Hyundai, Elantra,2015,1.8,153684.0,22900.0
591,Mercedes, E 300 e,2021,2.0,15000.0,135998.3
592,Lexus, LX 500d,2022,3.3,0.0,271150.0
593,Mercedes, GLE 43 AMG Coupe,2016,3.0,56000.0,107098.3
594,Toyota, Prius,2008,1.5,162000.0,16200.0
595,Honda, Civic,2007,1.3,236000.0,13800.0
596,BMW, 528,2016,2.0,123000.0,44710.0
597,Hyundai, Elantra,2014,1.8,173000.0,25600.0
598,Mercedes, GL 63 AMG,2014,5.5,91000.0,84998.3
599,Mercedes, Atego 1517,2007,4.3,730000.0,39000.0
600,Mercedes, E 200,2018,2.0,41000.0,73098.3
601,Land, Rover Range Rover,2015,5.0,101000.0,124098.3
602,Hyundai, i30,2012,1.6,181350.0,17800.0
603,Chevrolet, Malibu,2020,2.0,75000.0,32500.0
604,Kia, Pride,2005,1.5,170000.0,13000.0
605,BMW, X7,2021,3.0,26000.0,195498.3
606,Hyundai, Sonata,2018,2.0,57000.0,34500.0
607,BMW, 530e,2019,2.0,52500.0,67490.0
608,Toyota, Prado,2017,3.0,82700.0,76330.0
609,BMW, 325,2003,2.5,318650.0,10900.0
610,Jeep, Wrangler,2019,2.0,56000.0,73950.0
611,Baic, X3,2021,1.5,35000.0,26600.0
612,DFSK, Glory 330 S,2022,1.5,0.0,25900.0
613,GAZ, 3110,2006,2.4,99999.0,4000.0
614,Renault, Koleos,2022,2.5,0.0,63750.0
615,Honda, e:NS1,2023,0.0,0.0,53550.0
616,Skoda, Rapid,2021,1.6,51000.0,27900.0
617,BMW, X5,2012,3.0,230000.0,39000.0
618,Hyundai, i30,2009,1.6,224000.0,14700.0
619,Hyundai, Santa Fe,2018,2.4,144000.0,45883.0
620,Opel, Astra,2008,1.3,317526.0,11900.0
621,Mercedes, E 350,2007,3.5,191000.0,25500.0
622,Kia, Sorento,2021,2.5,32000.0,79390.0
623,MV, Agusta Rivale,2014,0.8,25000.0,15000.0
624,Jeep, Wrangler,2019,2.0,56000.0,73950.0
625,Baic, X3,2021,1.5,35000.0,26600.0
626,BMW, 530,2011,3.0,211000.0,31400.0
627,Toyota, Camry,2022,2.5,0.0,71060.0
628,Lexus, ES 300h,2022,2.5,0.0,108630.0
629,Hyundai, Tucson,2010,2.0,95000.0,26800.0
630,Hyundai, Sonata,2012,2.0,72000.0,22900.0
631,Mercedes, GLE 350 Coupe,2022,2.0,0.0,209098.3
632,Nissan, Tiida,2011,1.5,89653.0,14500.0
633,Mercedes, E 220,2013,2.0,230000.0,32200.0
634,Ford, Transit,2011,2.4,210000.0,28000.0
635,Toyota, Highlander,2022,2.5,0.0,101830.0
636,Lexus, GX 470,2008,4.7,196000.0,42330.0
637,Toyota, Corolla,2021,1.8,33000.0,40800.0
638,Toyota, Highlander,2023,2.5,0.0,105060.0
639,Hyundai, Santa Fe,2015,2.0,136000.0,40800.0
640,Toyota, Land Cruiser,2019,4.0,44000.0,131750.0
641,Land, Rover Range Rover,2014,5.0,76140.0,122398.3
642,Kia, Cadenza,2015,3.5,145000.0,35800.0
643,Toyota, Highlander,2022,2.5,1970.0,107950.0
644,Nissan, Pathfinder,2013,3.5,160000.0,34000.0
645,Hyundai, Tucson,2011,2.0,11000.0,26800.0
646,Hyundai, Accent,2007,1.4,195645.0,11600.0
647,Land, Rover Discovery,2016,3.0,125000.0,67998.3
648,Subaru, Forester,2022,2.5,0.0,69530.0
649,Jetour, X90 PLUS,2022,1.6,0.0,54700.0
650,ZX, Auto Terralord,2022,2.5,0.0,45900.0
651,Porsche, Cayenne,2022,3.0,0.0,194650.0
652,Opel, Astra,2012,1.3,220000.0,16202.0
653,Khazar, SD,2022,1.7,0.0,18500.0
654,Mercedes, E 200,2008,2.2,210000.0,23800.0
655,BMW, X1,2014,2.0,102000.0,31790.0
656,Hyundai, Santa Fe,2013,2.4,116000.0,32200.0
657,Hyundai, Santa Fe,2008,2.0,93261.0,22500.0
658,Kia, Ceed,2009,1.4,200000.0,15000.0
659,Lexus, LX 570,2014,5.7,44025.0,130050.0
660,Nissan, Teana,2011,2.5,231000.0,18800.0
661,Toyota, Prado,2008,4.0,266000.0,43800.0
662,Nissan, Qashqai,2013,2.0,198000.0,21500.0
663,Mercedes, ML 350,2013,3.0,187000.0,49130.0
664,BMW, 328,2013,2.0,85000.0,29500.0
665,Toyota, Corolla,2005,1.4,212000.0,13400.0
666,Lexus, RX 350,2006,3.5,227472.0,21800.0
667,BMW, 530,2017,2.0,89000.0,65450.0
668,Kia, Cadenza,2012,3.5,205000.0,23800.0
669,Chevrolet, Cruze,2017,1.4,106523.0,16800.0
670,Hyundai, Elantra,2020,2.0,38302.0,32500.0
671,Mercedes, E 350,2005,3.5,357000.0,19800.0
672,Mercedes, GLS 450,2020,3.0,32000.0,180198.3
673,Mercedes, E 220,2011,2.2,205643.0,32800.0
674,Chevrolet, Tracker,2023,1.2,0.0,38500.0
675,Kia, Ceed,2007,1.6,238000.0,14800.0
676,LADA, (VAZ) 2108,1986,1.5,250000.0,2300.0
677,Toyota, Prado,2012,2.7,152742.0,45900.0
678,Chevrolet, Aveo,2019,1.6,133000.0,20500.0
679,Jeep, Wrangler,2021,2.0,11400.0,103700.0
680,Hyundai, Santa Fe,2010,2.0,187300.0,26200.0
681,Mercedes, E 200,2006,1.8,231000.0,21000.0
682,Chevrolet, Cruze,2014,1.4,200000.0,14700.0
683,Kia, Sorento,2010,2.4,224000.0,22900.0
684,Fiat, Doblo,2022,1.4,0.0,36800.0
685,Kia, Sorento,2010,2.0,158000.0,29500.0
686,Peugeot, 3008,2022,2.0,0.0,65000.0
687,Saipa, 132,2013,1.3,99999.0,6500.0
688,Mercedes, Axor 1829,2012,6.4,451000.0,70400.0
689,Land, Rover Range Rover,2012,5.0,145250.0,50150.0
690,BMW, 520,2021,2.0,24000.0,99450.0
691,Hyundai, Getz,2008,1.6,330000.0,9500.0
692,Chevrolet, Cruze,2015,1.4,132000.0,16900.0
693,Kia, Cerato,2010,1.6,321000.0,17900.0
694,SEAT, Leon Cupra R,2018,2.0,54000.0,50500.0
695,Opel, Astra,2010,1.4,147000.0,14500.0
696,Kia, Sorento,2010,2.4,224000.0,22900.0
697,Chevrolet, Cruze,2013,1.4,157000.0,14300.0
698,LADA, (VAZ) 2106,1988,1.6,495000.0,2500.0
699,Mercedes, E 230,2008,2.5,112200.0,31500.0
700,Mitsubishi, L200,2012,2.5,438000.0,23500.0
701,Ford, Transit,1998,2.5,420000.0,14700.0
702,Nissan, Sunny,2005,1.3,495000.0,11500.0
703,Nissan, Note,2013,1.2,53353.0,14600.0
704,Toyota, Corolla,2005,1.4,287000.0,13900.0
705,LADA, (VAZ) Niva,2019,1.7,88000.0,17400.0
706,Volkswagen, Jetta,2008,1.6,308200.0,9450.0
707,Hyundai, i30,2009,1.6,197000.0,15500.0
708,Mercedes, Atego 1224,1998,6.4,357274.0,25000.0
709,Land, Rover RR Sport,2016,3.0,72000.0,90950.0
710,Hyundai, Elantra,2018,2.0,161000.0,25500.0
711,Nissan, Navara,2006,2.5,225000.0,24000.0
712,Kia, Rio,2008,1.4,196453.0,11600.0
713,Opel, Astra,2006,1.3,498000.0,11500.0
714,Kia, Ceed,2007,1.4,257000.0,13500.0
715,Land, Rover Range Rover,2013,5.0,118000.0,111350.0
716,Land, Rover Range Rover,2014,5.0,128000.0,115600.0
717,Nissan, Note,2012,1.5,57000.0,13500.0
718,BMW, 325,1998,2.5,155000.0,9000.0
719,Volkswagen, Touareg,2013,3.6,202779.0,42500.0
720,Kia, Soul,2018,1.6,87000.0,23800.0
721,Bestune, T99,2022,2.0,0.0,59900.0
722,Land, Rover Range Rover,2022,4.4,0.0,445400.0
723,Skoda, Kamiq,2023,1.6,0.0,42900.0
724,Mercedes, E 280,2006,3.0,296424.0,21800.0
725,Abarth, 595,2012,1.4,163000.0,15900.0
726,GAZ, 12 ЗИМ,1955,3.5,1200.0,73100.0
727,Mercedes, S 350 d 4Matic,2021,3.0,28500.0,276250.0
728,Mercedes, E 270,1999,2.7,350000.0,21999.0
729,BMW, 528,2013,2.0,116000.0,33150.0
730,BMW, X5,2016,3.0,142000.0,62050.0
731,BMW, M5,2000,4.9,297000.0,20000.0
732,BMW, 325,1998,2.5,155000.0,9000.0
733,Volkswagen, Touareg,2013,3.6,202779.0,42500.0
734,Ford, Transit,2010,2.2,156000.0,20900.0
735,Opel, Vectra,1999,1.6,281926.0,7700.0
736,Mercedes, R 280,2007,3.0,268000.0,23000.0
737,Toyota, RAV4,2023,2.0,0.0,64430.0
738,Mercedes, C 180,1994,1.8,350000.0,8700.0
739,Toyota, Camry,2022,2.5,43637.0,58480.0
740,Toyota, RAV4,2021,2.5,3587.0,59330.0
741,BMW, X5,2006,4.4,288000.0,26500.0
742,Infiniti, FX35,2011,3.5,133000.0,35700.0
743,Mercedes, 190,1992,1.8,221231.0,5600.0
744,Hyundai, Sonata,2015,2.4,181534.0,23500.0
745,Kia, Rio,2012,1.4,182000.0,12500.0
746,Mercedes, E 350,2009,3.5,249000.0,38250.0
747,Ford, Transit,2011,2.2,189000.0,18400.0
748,DAF, 105 XF,2011,13.0,952000.0,68000.0
749,Hyundai, Santa Fe,2008,2.0,178000.0,23500.0
750,Opel, Astra,2005,1.4,335000.0,12500.0
751,Jeep, Wrangler,2021,2.0,8520.0,109650.0
752,Mercedes, C 180,1999,1.8,203000.0,14300.0
753,Chevrolet, Malibu,2017,1.5,109000.0,23400.0
754,Chevrolet, Malibu,2019,1.5,115000.0,22800.0
755,Hyundai, i30,2008,1.6,219000.0,15900.0
756,Land, Rover RR Velar,2020,2.0,25000.0,129200.0
757,GAZ, Next A21R22-30,2023,2.8,0.0,45500.0
758,BMW, 740,2023,3.0,0.0,271150.0
759,Nissan, Patrol,2022,4.0,0.0,186998.3
760,Kia, Niro,2020,1.6,40395.0,37145.0
761,BMW, 528,2012,2.0,122532.0,33830.0
762,BMW, 528,2015,2.0,132000.0,37060.0
763,Hyundai, i30,2010,1.4,187200.0,15300.0
764,BYD, F3,2012,1.5,250000.0,8400.0
765,Hyundai, Tucson,2009,2.0,85000.0,17300.0
766,Mitsubishi, Pajero,1992,2.5,220000.0,4800.0
767,BMW, 530,2017,2.0,92700.0,79050.0
768,Nissan, X-Trail,2010,2.5,214000.0,22900.0
769,Mercedes, C 250,2007,2.5,184000.0,18300.0
770,Audi, Q7,2013,3.0,132000.0,43350.0
771,Mercedes, 208 D,1990,2.3,288889.0,11500.0
772,LADA, (VAZ) Priora,2016,1.6,147000.0,11900.0
773,Chevrolet, Cruze,2013,1.4,175455.0,13500.0
774,Land, Rover Freelander,2008,3.2,312452.0,17500.0
775,Mercedes, CLA 45 S AMG,2014,2.0,128000.0,51850.0
776,Audi, Q5,2009,2.0,158000.0,22700.0
777,Mercedes, S 350 d,2016,3.0,173000.0,94350.0
778,Mercedes, E 200,2014,2.0,340000.0,35700.0
779,Toyota, Land Cruiser,2021,3.4,14116.0,173400.0
780,Hyundai, Santa Fe,2009,2.0,178000.0,23800.0
781,Mercedes, B 170,2008,1.7,233000.0,13700.0
782,BMW, 528,1996,2.8,419158.0,10000.0
783,Ford, Fusion,2017,1.5,190000.0,21500.0
784,Ford, Transit,2009,2.2,170000.0,20400.0
785,Mercedes, E 350,2009,3.0,230000.0,38250.0
786,Land, Rover Discovery,2019,2.0,110000.0,98600.0
787,Land, Rover Discovery,2008,4.4,268000.0,32130.0
788,Mercedes, E 220,1995,2.2,350000.0,8900.0
789,BMW, 328,2014,2.0,165000.0,30940.0
790,Hyundai, Elantra,2016,2.0,84000.0,25500.0
791,Toyota, Corolla,2008,1.8,188520.0,18800.0
792,Geely, Monjaro,2022,1.5,5200.0,71400.0
793,C,.Moto MR-F8,2022,0.3,0.0,4900.0
794,Hyundai, Santa Fe,2015,2.0,106000.0,39800.0
795,GAZ, 3110,2006,2.4,99999.0,4000.0
796,Kia, Sportage,2019,2.0,16500.0,44000.0
797,Land, Rover Range Rover,2020,3.0,31500.0,224400.0
798,Jeep, Grand Cherokee,2014,3.6,211000.0,44500.0
799,Toyota, Prado,2013,2.7,138000.0,48450.0
800,Saipa, Tiba,2014,1.5,31245.0,4900.0
801,Honda, Accord,2020,2.0,42000.0,45390.0
802,Hyundai, i30,2010,1.4,187200.0,15300.0
803,Mercedes, GL 63 AMG,2014,5.5,49000.0,100300.0
804,Hyundai, Elantra,2007,2.0,213000.0,14700.0
805,Mercedes, E 350,2005,3.5,289021.0,15300.0
806,Volkswagen, Tiguan,2009,2.0,240000.0,15600.0
807,Kia, Ceed,2012,1.6,156000.0,19200.0
808,Mercedes, S 350,1995,3.5,387000.0,11500.0
809,Mercedes, E 220,2006,2.2,224400.0,25400.0
810,Ford, Transit,2008,2.4,187500.0,29700.0
811,GAZ, 69,1963,2.3,90000.0,2500.0
812,Toyota, Land Cruiser,2008,4.0,147000.0,38250.0
813,Kia, Sorento,2009,2.0,138240.0,28500.0
814,Mitsubishi, L200,2011,2.5,400000.0,26200.0
815,BMW, X5,2010,3.0,239000.0,37000.0
816,Hyundai, Accent,2010,1.5,151000.0,15600.0
817,Toyota, RAV4,2019,2.5,30000.0,54230.0
818,Hyundai, Accent,2012,1.5,256000.0,19200.0
819,BMW, 525,2010,2.5,223500.0,30900.0
820,Mercedes, GL 400,2015,3.0,157000.0,68000.0
821,Mercedes, S 500,2002,5.0,245000.0,12800.0
822,Chevrolet, Malibu,2016,1.5,171000.0,19800.0
823,BMW, 528,2014,2.0,114161.0,33830.0
824,Mercedes, 190,1991,2.5,258026.0,5600.0
825,BMW, 325,2003,2.5,270000.0,12800.0
826,Chevrolet, Cruze,2015,1.4,149000.0,14700.0
827,BMW, 530,2017,2.0,83000.0,66300.0
828,Kia, Sportage,2023,1.6,0.0,65800.0
829,Mercedes, S 350,2011,3.5,172000.0,45050.0
830,JAC, T8,2022,2.0,0.0,43500.0
831,Land, Rover Discovery,2013,5.0,132372.0,46818.0
832,Kia, Sorento,2014,2.0,111000.0,39800.0
833,Audi, Q7,2012,3.0,134800.0,36550.0
834,BMW, X5,2017,3.0,100000.0,75650.0
835,Mitsubishi, L200,2014,2.5,187450.0,32700.0
836,Mercedes, GLE 43 AMG Coupe,2019,3.0,65000.0,119000.0
837,Lexus, LX 500d,2023,3.3,0.0,271150.0
838,BMW, X6,2017,3.0,103000.0,99960.0
839,Hyundai, Elantra,2012,1.8,151000.0,19999.0
840,Chevrolet, Cruze,2015,1.4,149000.0,14700.0
841,BMW, 530,2017,2.0,83000.0,66300.0
842,BMW, 328,2013,2.0,168000.0,24900.0
843,Chevrolet, Cruze,2014,1.4,260000.0,11900.0
844,BMW, X5,2014,3.0,181000.0,74800.0
845,Ford, Tourneo Connect,2010,1.8,398890.0,15700.0
846,BMW, X7,2021,3.0,6600.0,173400.0
847,Hyundai, Sonata,2020,1.6,54000.0,48790.0
848,Kia, Ceed,2011,1.4,158000.0,16800.0
849,LADA, (VAZ) 2107,2007,1.6,13825.0,5800.0
850,Kia, Optima,2015,2.0,122310.0,29500.0
851,Audi, A6,2019,2.0,12000.0,74800.0
852,BMW, X1,2016,2.0,259000.0,53550.0
853,Mercedes, G 63 AMG,2013,5.5,163818.0,119000.0
854,Kia, Cerato,2013,2.0,100400.0,22800.0
855,Porsche, Cayenne,2008,3.6,180000.0,26800.0
856,BMW, X5,2006,4.8,291000.0,25600.0
857,Kia, Sorento,2007,2.5,345845.0,19800.0
858,Kia, Sorento,2009,2.0,201500.0,31000.0
859,Toyota, Fortuner,2008,2.7,200000.0,23000.0
860,BMW, 528,2012,2.0,188000.0,32500.0
861,Land, Rover Discovery,2015,3.0,112000.0,65450.0
862,Chevrolet, Cruze,2015,1.4,201168.0,12900.0
863,Kia, Avella,1998,1.5,31000.0,14000.0
864,LADA, (VAZ) Niva,2022,1.7,11950.0,22900.0
865,Mercedes, G 55 AMG,2009,5.4,122000.0,84830.0
866,Land, Rover Range Rover,2022,3.0,6600.0,431800.0
867,BMW, 528,2015,2.0,135000.0,38930.0
868,BMW, X5,2006,4.8,225000.0,27000.0
869,Land, Rover Discovery,2012,3.0,19000.0,65450.0
870,Hyundai, Grandeur,2011,3.0,240000.0,27700.0
871,Hyundai, Azera,2011,3.0,270000.0,25800.0
872,BMW, 320,2006,2.0,208135.0,13500.0
873,Yamaha, R15,2021,0.2,12000.0,5200.0
874,Toyota, Corolla,1996,2.0,400000.0,8500.0
875,Land, Rover RR Sport,2013,3.0,174000.0,81260.0
876,Land, Rover Discovery,2015,3.0,112000.0,65450.0
877,Chevrolet, Cruze,2015,1.4,201168.0,12900.0
878,Kia, Avella,1998,1.5,31000.0,14000.0
879,Land, Rover Range Rover,2011,5.0,163000.0,56950.0
880,Opel, Astra,1998,1.8,383000.0,7800.0
881,LADA, (VAZ) Priora,2018,1.6,70000.0,17500.0
882,Kia, Optima,2012,2.0,126017.0,22000.0
883,Mercedes, C 180,2014,1.6,199500.0,35200.0
884,Hyundai, Santa Fe,2016,2.0,181000.0,37300.0
885,Ford, Transit,1999,2.5,319100.0,21000.0
886,Kia, Sorento,2018,2.2,43000.0,52000.0
887,Mercedes, Sprinter 313,2011,2.2,170000.0,23900.0
888,Hyundai, H-1,2006,2.5,290000.0,10900.0
889,Mercedes, E 200,1993,2.0,40234.0,4500.0
890,Mercedes, E 300 de,2020,2.0,29000.0,101150.0
891,LADA, (VAZ) 2107,2007,1.6,12440.0,5800.0
892,Hyundai, Elantra,2012,1.8,171000.0,20500.0
893,Kia, Optima,2014,2.0,120000.0,25800.0
894,Toyota, Auris,2007,1.4,182431.0,13100.0
895,Hyundai, i30,2009,1.6,240000.0,13800.0
896,BMW, 328,2013,2.0,92000.0,31400.0
897,Hyundai, Grandeur,2019,2.4,144000.0,41650.0
898,Toyota, Prado,2006,2.7,300000.0,27800.0
899,Mercedes, E 220,1994,2.2,368000.0,7500.0
900,Volkswagen, ID.4,2022,0.0,0.0,69900.0
901,Mercedes,-Maybach GLS 600 4MATIC,2022,4.0,3500.0,459000.0
902,Hongqi, H9,2022,2.0,0.0,134300.0
903,Renault, Koleos,2022,2.0,0.0,50830.0
904,Land, Rover RR Sport,2015,3.0,79000.0,79050.0
905,Nissan, Juke,2014,1.6,111045.0,20300.0
906,Porsche, Boxster GTS,2012,3.4,110000.0,51000.0
907,Kia, Optima,2014,2.4,106500.0,22500.0
908,Kia, Sorento,2015,2.0,61000.0,43900.0
909,Porsche, Panamera GTS,2014,4.8,136000.0,83300.0
910,Fiat, Fiorino,2012,1.4,295000.0,8999.0
911,Lexus, LX 600,2023,3.5,0.0,293250.0
912,LADA, (VAZ) 2107,2011,1.6,26426.0,8500.0
913,Hyundai, Santa Fe,2015,2.4,75000.0,38500.0
914,Mercedes, Vito,2010,2.2,323400.0,30000.0
915,Renault, Megane,2009,1.5,360000.0,10300.0
916,Toyota, Prius,2009,1.5,265542.0,16800.0
917,Mercedes, C 240,1998,2.4,286300.0,12500.0
918,Hyundai, Sonata,2014,2.0,131966.0,28500.0
919,Hyundai, Accent,2011,1.4,134000.0,16800.0
920,GAZ, 3110,2001,2.4,260000.0,3800.0
921,Nissan, X-Trail,2001,2.0,290000.0,10300.0
922,Mercedes, C 250,2012,1.8,106000.0,26500.0
923,Ford, Fusion,2016,1.5,99000.0,23800.0
924,Khazar, SD,2021,1.7,136000.0,15000.0
925,Ford, Fusion,2016,1.5,76000.0,24700.0
926,BMW, X5,2008,4.8,288000.0,30500.0
927,BMW, 328,2015,2.0,155000.0,36550.0
928,Lexus, ES 300h,2022,2.5,0.0,98430.0
929,BMW, 528,2013,2.0,127000.0,38590.0
930,BMW, 528,2014,2.0,102000.0,36890.0
931,Chevrolet, Cruze,2013,1.4,141000.0,15900.0
932,Kia, Sorento,2016,2.0,153000.0,46500.0
933,Mercedes, ML 400,2014,3.0,65000.0,50830.0
934,Mercedes, E 200,1996,2.0,288617.0,12500.0
935,Toyota, Corolla,2016,1.6,134000.0,26500.0
936,Kia, Sorento,2012,2.0,188000.0,31500.0
937,Nissan, Patrol,2022,4.0,0.0,186998.3
938,Chevrolet, Cruze,2015,1.4,126700.0,14900.0
939,Nissan, Tiida,2012,1.5,47000.0,14600.0
940,BMW, 528,2014,2.0,159000.0,36550.0
941,Ford, Transit,2010,2.4,181000.0,30800.0
942,Ford, Transit,2008,2.4,246000.0,26800.0
943,Toyota, Land Cruiser,2006,4.5,256000.0,25000.0
944,Mercedes, E 300,2018,2.0,106000.0,71400.0
945,Mercedes, A 250,2020,2.0,23000.0,72250.0
946,Toyota, Camry,2018,2.5,97000.0,58990.0
947,Kia, Picanto,2012,1.3,171000.0,13800.0
948,Toyota, Camry,2022,2.5,6600.0,56950.0
949,Hyundai, Elantra,2011,1.8,341000.0,18500.0
950,Jeep, Wrangler,2013,2.8,186000.0,55555.0
951,BMW, 320,1997,2.0,382000.0,7800.0
952,BMW, 328,2016,2.0,101000.0,36550.0
953,Mazda, CX-5,2021,2.0,16100.0,55930.0
954,Porsche, Cayenne Turbo,2010,4.8,105000.0,42330.0
955,Hyundai, Santa Fe,2009,2.0,218000.0,23900.0
